"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://nmgtechnologies.com/services/mobile-application-development/ios-app-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-enhanced-web-mobile-application-development","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/shopify","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/php-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/ecommerce-development/magento-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/it-consulting/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/industry/marketresearch","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/agentic-ai","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/ecommerce-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/saas-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-strategy-implementation-consulting","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/erp-development","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/internet-of-things/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[13]/div/div/div[2]/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/industry/healthcare","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/blockchain","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[19]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-powered-saas-development","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-optimized-ecommerce-solutions","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-driven-business-transformation-consulting","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-driven-devops-cloud-automation","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/industry/staffing","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-powered-business-process-transformation","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/crm-development","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/user-interface-design/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[13]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/industry/edtech","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/tablet-app-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/user-interface-design/mobile-design/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/augmented-reality/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/user-interface-design/web-design/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/aspnet-development/","https://nmgtechnologies.com/hubfs/client-image-2.png","https://nmgtechnologies.com/hubfs/client-image-2.png","52","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[4]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[4]/div/div/div/div/div/div/div/ul/li[6]/img","Content","HTML","","162x130",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/enterprise-mobility/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/wordpress-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/portals/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/fintech/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/web-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-driven-enterprise-software-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/artificial-intelligence/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-machine-learning-solutions","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/cloud-apps/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/android-app-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[22]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/dedicated-team-setups/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[19]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/ios-app-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[20]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-enhanced-web-mobile-application-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/shopify","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/php-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/ecommerce-development/magento-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/it-consulting/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/agentic-ai","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[19]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/ecommerce-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/saas-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-strategy-implementation-consulting","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/erp-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/internet-of-things/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/blockchain","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[21]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-powered-saas-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-optimized-ecommerce-solutions","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-driven-business-transformation-consulting","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-driven-devops-cloud-automation","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-powered-business-process-transformation","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/crm-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/user-interface-design/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/tablet-app-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[19]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/user-interface-design/mobile-design/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/augmented-reality/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[19]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/user-interface-design/web-design/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/aspnet-development/","https://nmgtechnologies.com/hubfs/top-ai.svg","top-ai","6","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][6]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/","https://nmgtechnologies.com/hubfs/Semrush.png","Semrush","7","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div/div[@class='clients-block-item'][5]/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/enterprise-mobility/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/wordpress-development","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/portals/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/fintech/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[12]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/web-development","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-driven-enterprise-software-development","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/artificial-intelligence/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[13]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-machine-learning-solutions","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/solution/cloud-apps/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[13]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/industry/fintech","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/android-app-development","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[20]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/dedicated-team-setups/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[17]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/industry/travel","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/mobile-application-development/ios-app-development/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[18]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/ai-enhanced-web-mobile-application-development","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[14]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/shopify","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[16]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
"Image","https://nmgtechnologies.com/services/custom-software-development/php-development/","https://nmgtechnologies.com/hubfs/mihir.png","https://nmgtechnologies.com/hubfs/mihir.png","43","Absolute","//body/div[2]/main/div/div/div/div/div[15]/div/div/div/div/div/div/div/div[2]/div/div[@class='company-detail']/div[@class='clientlogo']/div[@class='left']/img","Content","HTML","","",""
